simple_spread_edge,simple_spread_edge_abs,simple_spread,enhanced_spread_edge,enhanced_spread_edge_abs,enhanced_spread,avg_spread_edge,avg_spread_edge_abs,spread_agreement,spread_model_diff,vegas_spread,vegas_spread_abs,big_favorite,close_game,recent_spread_acc,home_games,away_games,combined_games,home_rest,away_rest,rest_diff,home_b2b,away_b2b,season_progress,early_season,mid_season,late_season,neutral_site,conference_game,actual_spread,spread_with_model_wins,spread_fade_model_wins,season
-7.523804460728158,7.523804460728158,-9.023804460728158,-5.526522748503003,5.526522748503003,-7.026522748503003,-6.52516360461558,6.52516360461558,1,1.9972817122251554,-1.5,1.5,0,1,0.5,0.25,0.35,0.3,2,2,0,0,0,0.2532,1,0,0,0,0,-2,0,0,2024
4.357789583458704,4.357789583458704,-8.142210416541296,8.604008914852788,8.604008914852788,-3.8959910851472124,6.480899249155746,6.480899249155746,1,4.246219331394084,-12.5,12.5,1,0,0.5,0.35,0.25,0.3,1,1,0,0,0,0.2534,1,0,0,0,1,-10,1,0,2024
-6.605820192739597,6.605820192739597,-4.105820192739597,-0.8881468045475609,0.8881468045475609,1.611853195452439,-3.746983498643579,3.746983498643579,1,5.717673388192036,2.5,2.5,0,1,0.52,0.35,0.3,0.325,1,1,0,0,0,0.2536,1,0,0,0,1,5,0,1,2024
17.462391418864602,17.462391418864602,2.9623914188646028,17.966319333130937,17.966319333130937,3.4663193331309357,17.71435537599777,17.71435537599777,1,0.5039279142663329,-14.5,14.5,1,0,0.52,0.45,0.3,0.375,1,5,-4,0,0,0.2538,1,0,0,0,0,-15,0,0,2024
11.715045321279888,11.715045321279888,-1.784954678720112,9.439446567932663,9.439446567932663,-4.060553432067337,10.577245944606275,10.577245944606275,1,2.275598753347225,-13.5,13.5,1,0,0.5,0.35,0.35,0.35,1,0,1,0,1,0.254,1,0,0,0,0,-16,0,1,2024
3.07284167314687,3.07284167314687,-12.42715832685313,4.580113831965688,4.580113831965688,-10.919886168034312,3.826477752556279,3.826477752556279,1,1.507272158818818,-15.5,15.5,1,0,0.5,0.35,0.35,0.35,1,2,-1,0,0,0.2542,1,0,0,0,0,-19,0,1,2024
17.426493871821574,17.426493871821574,-17.073506128178426,15.339289158668524,15.339289158668524,-19.160710841331476,16.38289151524505,16.38289151524505,1,2.0872047131530493,-34.5,34.5,1,0,0.48,0.35,0.3,0.325,2,2,0,0,0,0.2544,1,0,0,0,0,-51,0,1,2024
-0.5830725614355279,0.5830725614355279,-4.083072561435528,-2.5299581577642565,2.5299581577642565,-6.0299581577642565,-1.5565153595998922,1.5565153595998922,1,1.9468855963287286,-3.5,3.5,0,1,0.48,0.3,0.35,0.325,5,2,3,0,0,0.2546,1,0,0,0,0,9,0,1,2024
-2.3793660474063465,2.3793660474063465,0.1206339525936535,-3.4734751352627784,3.4734751352627784,-0.9734751352627784,-2.9264205913345624,2.9264205913345624,1,1.094109087856432,2.5,2.5,0,1,0.48,0.35,0.35,0.35,5,5,0,0,0,0.2548,1,0,0,0,0,-15,1,0,2024
-2.9863181681474344,2.9863181681474344,-6.4863181681474344,4.215618499176481,4.215618499176481,0.7156184991764807,0.6146501655145231,0.6146501655145231,0,7.201936667323915,-3.5,3.5,0,1,0.5,0.35,0.3,0.325,2,3,-1,0,0,0.255,1,0,0,1,0,-5,0,1,2024
5.739909310059336,5.739909310059336,-4.760090689940664,4.809398645297264,4.809398645297264,-5.690601354702736,5.2746539776783,5.2746539776783,1,0.930510664762072,-10.5,10.5,0,0,0.48,0.3,0.25,0.275,5,5,0,0,0,0.2552,1,0,0,0,0,5,1,0,2024
-1.4218777972223124,1.4218777972223124,4.0781222027776876,-8.031357036146781,8.031357036146781,-2.5313570361467814,-4.726617416684547,4.726617416684547,1,6.609479238924469,5.5,5.5,0,0,0.48,0.35,0.3,0.325,2,3,-1,0,0,0.2554,1,0,0,0,0,-6,1,0,2024
2.6663753703056257,2.6663753703056257,0.16637537030562566,-0.019857370690743004,0.019857370690743004,-2.519857370690743,1.3232589998074413,1.3232589998074413,0,2.6862327409963687,-2.5,2.5,0,1,0.48,0.3,0.25,0.275,2,3,-1,0,0,0.2556,1,0,0,0,0,-5,0,1,2024
