game_id,season,week,week_normalized,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,neutral_site,conference_game,temperature,wind_speed,is_dome,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_ypg,home_hist_turnover_pg,home_hist_win_pct,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_ypg,away_hist_turnover_pg,away_hist_win_pct,odds_opening_spread,odds_latest_spread,odds_opening_total,odds_latest_total,odds_opening_ml_home,odds_latest_ml_home,odds_opening_ml_away,odds_latest_ml_away,home_drive_total_drives,home_drive_ppd,home_drive_ypd,home_drive_plays_per_drive,home_drive_seconds_per_drive,home_drive_scoring_pct,home_drive_redzone_pct,home_drive_three_and_out_pct,home_drive_explosive_drive_pct,home_drive_def_ppd,home_drive_def_ypd,home_drive_def_scoring_pct,home_drive_def_three_and_out_forced,away_drive_total_drives,away_drive_ppd,away_drive_ypd,away_drive_plays_per_drive,away_drive_seconds_per_drive,away_drive_scoring_pct,away_drive_redzone_pct,away_drive_three_and_out_pct,away_drive_explosive_drive_pct,away_drive_def_ppd,away_drive_def_ypd,away_drive_def_scoring_pct,away_drive_def_three_and_out_forced,ppg_differential,papg_differential,win_pct_differential,ppd_differential,scoring_pct_differential
401671770,2024,1,0.045454545454545456,27,28,37,20,17,57,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,0.0,42.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671789,2024,1,0.045454545454545456,12,33,27,20,7,47,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,46.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671792,2024,1,0.045454545454545456,8,14,26,20,6,46,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0,52.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671805,2024,1,0.045454545454545456,21,9,34,29,5,63,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,49.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671849,2024,1,0.045454545454545456,15,30,20,17,3,37,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,0.0,49.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671861,2024,1,0.045454545454545456,11,34,27,29,-2,56,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,48.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401671624,2024,2,0.09090909090909091,33,13,23,26,-3,49,0,0,0,0,0,0,1.0,20.0,27.0,452.0,1.0,0.0,1.0,10.0,22.0,296.0,3.0,0.0,0.0,-8.7,0.0,41.4,0,0,0,0,10,2.3,42.2,7.7,202.3,0.4,0,0.1,0.9,2.7,35.2,0.5,0.2,13,1.0,23.53846153846154,4.6923076923076925,146.46153846153845,0.15384615384615385,0,0.46153846153846156,0.38461538461538464,1.7692307692307692,22.384615384615383,0.38461538461538464,0.46153846153846156,10.0,5.0,0.0,1.2999999999999998,0.24615384615384617
401671635,2024,2,0.09090909090909091,30,5,13,18,-5,31,0,0,0,0,0,0,1.0,17.0,20.0,267.0,1.0,0.0,1.0,17.0,33.0,230.0,2.0,0.0,0.0,-3.0,0.0,41.4,0,0,0,0,11,1.5454545454545454,26.818181818181817,4.636363636363637,146.36363636363637,0.2727272727272727,0,0.36363636363636365,0.36363636363636365,2.090909090909091,36.45454545454545,0.36363636363636365,0.09090909090909091,14,1.7142857142857142,15.0,5.071428571428571,132.42857142857142,0.2857142857142857,0,0.5,0.21428571428571427,1.8571428571428572,17.071428571428573,0.42857142857142855,0.5,0.0,-13.0,0.0,-0.16883116883116878,-0.012987012987012991
401671636,2024,2,0.09090909090909091,10,20,17,24,-7,41,0,0,0,0,0,0,1.0,17.0,24.0,244.0,3.0,0.0,1.0,19.0,32.0,266.0,2.0,0.0,0.0,4.0,0.0,41.2,0,0,0,0,13,2.3846153846153846,16.846153846153847,4.769230769230769,161.0,0.38461538461538464,0,0.46153846153846156,0.23076923076923078,0.9,13.8,0.3,0.3,10,2.1,26.6,4.9,128.0,0.3,0,0.6,0.4,3.2,38.6,0.8,0.2,-2.0,-8.0,0.0,0.2846153846153845,0.08461538461538465
401671645,2024,2,0.09090909090909091,16,25,23,17,6,40,1,0,0,0,0,1,1.0,28.0,6.0,312.0,2.0,1.0,1.0,32.0,19.0,401.0,0.0,1.0,0.0,5.2,0.0,46.4,0,0,0,0,10,2.1,33.1,5.1,165.4,0.3,0,0.4,0.6,1.1818181818181819,18.818181818181817,0.2727272727272727,0.2727272727272727,10,3.2,38.6,7.6,232.0,0.8,0,0.2,0.7,2.1,26.6,0.3,0.6,-4.0,-13.0,0.0,-1.1,-0.5
401671652,2024,2,0.09090909090909091,29,24,3,26,-23,29,0,0,0,0,0,0,1.0,10.0,47.0,193.0,3.0,0.0,1.0,22.0,10.0,316.0,0.0,1.0,0.0,5.9,0.0,38.7,0,0,0,0,13,0.7692307692307693,14.923076923076923,4.3076923076923075,107.76923076923077,0.15384615384615385,0,0.5384615384615384,0.23076923076923078,4.2727272727272725,34.54545454545455,0.8181818181818182,0.18181818181818182,13,1.7692307692307692,22.384615384615383,4.384615384615385,130.46153846153845,0.38461538461538464,0,0.46153846153846156,0.23076923076923078,1.0,23.53846153846154,0.15384615384615385,0.46153846153846156,-12.0,37.0,-1.0,-0.9999999999999999,-0.23076923076923078
401671668,2024,2,0.09090909090909091,7,23,6,13,-7,19,0,0,0,0,0,0,1.0,20.0,26.0,231.0,3.0,0.0,1.0,18.0,10.0,270.0,0.0,1.0,0.0,2.5,0.0,36.5,0,0,0,0,15,1.0666666666666667,14.533333333333333,4.8,124.93333333333334,0.26666666666666666,0,0.4666666666666667,0.26666666666666666,1.8,20.533333333333335,0.4666666666666667,0.3333333333333333,10,1.8,24.0,7.2,213.6,0.6,0,0.2,0.6,1.0,21.1,0.2,0.5,2.0,16.0,-1.0,-0.7333333333333334,-0.3333333333333333
401671670,2024,2,0.09090909090909091,12,4,26,25,1,51,1,0,0,0,0,0,1.0,27.0,20.0,353.0,1.0,1.0,1.0,10.0,16.0,224.0,2.0,0.0,0.0,-5.7,0.0,48.1,0,0,0,0,10,2.7,35.2,5.2,157.7,0.5,0,0.2,0.6,2.3,42.2,0.4,0.1,8,1.25,31.125,6.125,194.625,0.25,0,0.5,0.5,1.6,28.5,0.4,0.3,17.0,4.0,1.0,1.4500000000000002,0.25
401671691,2024,2,0.09090909090909091,21,1,21,22,-1,43,0,0,0,0,0,0,1.0,34.0,29.0,410.0,3.0,1.0,1.0,10.0,18.0,226.0,3.0,0.0,0.0,-6.5,0.0,47.1,0,0,0,0,11,3.090909090909091,37.09090909090909,6.909090909090909,178.8181818181818,0.5454545454545454,0,0.36363636363636365,0.6363636363636364,3.0,37.18181818181818,0.5454545454545454,0.09090909090909091,10,1.0,21.1,5.1,146.4,0.2,0,0.5,0.3,1.8,24.0,0.6,0.2,24.0,11.0,1.0,2.090909090909091,0.3454545454545454
401671702,2024,2,0.09090909090909091,17,26,20,23,-3,43,0,0,0,0,0,0,1.0,16.0,10.0,290.0,0.0,1.0,1.0,26.0,20.0,304.0,2.0,1.0,0.0,3.5,0.0,38.2,0,0,0,0,10,1.6,28.5,6.7,204.3,0.4,0,0.3,0.5,1.25,31.125,0.25,0.5,15,1.8,20.533333333333335,4.133333333333334,115.06666666666666,0.4666666666666667,0,0.3333333333333333,0.3333333333333333,1.0666666666666667,14.533333333333333,0.26666666666666666,0.4666666666666667,-10.0,-10.0,0.0,-0.19999999999999996,-0.06666666666666665
401671709,2024,2,0.09090909090909091,6,18,19,44,-25,63,0,0,0,0,0,1,1.0,33.0,17.0,265.0,0.0,1.0,1.0,47.0,10.0,379.0,1.0,1.0,0.0,-6.1,0.0,46.7,0,0,0,0,14,1.8571428571428572,17.071428571428573,4.571428571428571,124.71428571428571,0.42857142857142855,0,0.5,0.21428571428571427,1.7142857142857142,15.0,0.2857142857142857,0.5,11,4.2727272727272725,34.54545454545455,6.0,199.9090909090909,0.8181818181818182,0,0.18181818181818182,0.5454545454545454,0.7692307692307693,14.923076923076923,0.15384615384615385,0.5384615384615384,-14.0,7.0,0.0,-2.4155844155844153,-0.3896103896103897
401671716,2024,2,0.09090909090909091,28,19,21,18,3,39,1,0,0,0,0,0,1.0,20.0,37.0,299.0,0.0,0.0,1.0,6.0,28.0,240.0,2.0,0.0,0.0,-1.4,0.0,43.0,0,0,0,0,9,3.0,32.77777777777778,6.444444444444445,175.44444444444446,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,4.111111111111111,44.77777777777778,0.7777777777777778,0.2222222222222222,11,1.1818181818181819,18.818181818181817,6.363636363636363,176.9090909090909,0.2727272727272727,0,0.2727272727272727,0.45454545454545453,2.1,33.1,0.3,0.4,14.0,9.0,0.0,1.8181818181818181,0.06060606060606061
401671721,2024,2,0.09090909090909091,8,27,16,20,-4,36,0,0,0,0,0,1,1.0,26.0,20.0,363.0,1.0,1.0,1.0,37.0,20.0,392.0,0.0,1.0,0.0,-7.6,0.0,51.3,0,0,0,0,11,2.4545454545454546,33.90909090909091,5.7272727272727275,162.27272727272728,0.45454545454545453,0,0.45454545454545453,0.5454545454545454,2.0,41.3,0.4,0.3,9,4.111111111111111,44.77777777777778,7.111111111111111,224.55555555555554,0.7777777777777778,0,0.2222222222222222,0.7777777777777778,3.0,32.77777777777778,0.3333333333333333,0.3333333333333333,-11.0,0.0,0.0,-1.6565656565656561,-0.32323232323232326
401671723,2024,2,0.09090909090909091,9,11,16,10,6,26,1,0,0,0,0,0,1.0,29.0,34.0,414.0,1.0,0.0,1.0,27.0,29.0,303.0,1.0,0.0,0.0,2.7,0.0,40.8,0,0,0,0,11,3.0,37.18181818181818,5.636363636363637,148.45454545454547,0.5454545454545454,0,0.09090909090909091,0.6363636363636364,3.090909090909091,37.09090909090909,0.5454545454545454,0.36363636363636365,9,3.111111111111111,33.666666666666664,4.777777777777778,133.33333333333334,0.4444444444444444,0,0.2222222222222222,0.5555555555555556,3.0,40.7,0.6,0.1,2.0,5.0,0.0,-0.11111111111111116,0.101010101010101
401671754,2024,2,0.09090909090909091,22,14,41,10,31,51,1,0,0,0,0,1,1.0,28.0,34.0,270.0,1.0,0.0,1.0,20.0,26.0,387.0,1.0,0.0,0.0,-1.2,0.0,47.7,0,0,0,0,10,2.7,28.0,6.2,177.0,0.5,0,0.4,0.5,3.4,32.8,0.6,0.2,10,2.0,41.3,7.6,209.6,0.4,0,0.3,0.6,2.4545454545454546,33.90909090909091,0.45454545454545453,0.45454545454545453,8.0,8.0,0.0,0.7000000000000002,0.09999999999999998
401671786,2024,2,0.09090909090909091,34,3,19,13,6,32,1,0,0,0,0,1,1.0,29.0,27.0,417.0,0.0,1.0,1.0,24.0,17.0,148.0,1.0,1.0,0.0,-6.5,0.0,45.5,0,0,0,0,10,3.0,40.7,7.9,240.0,0.6,0,0.1,0.8,3.111111111111111,33.666666666666664,0.4444444444444444,0.2222222222222222,10,0.9,13.8,5.6,150.6,0.3,0,0.3,0.3,2.3846153846153846,16.846153846153847,0.38461538461538464,0.46153846153846156,5.0,10.0,0.0,2.1,0.3
401671807,2024,2,0.09090909090909091,15,2,10,31,-21,41,0,0,0,0,0,0,1.0,20.0,17.0,400.0,0.0,1.0,1.0,34.0,28.0,352.0,1.0,1.0,0.0,-2.4,0.0,48.1,0,0,0,0,11,2.090909090909091,36.45454545454545,6.181818181818182,180.9090909090909,0.36363636363636365,0,0.09090909090909091,0.6363636363636364,1.5454545454545454,26.818181818181817,0.2727272727272727,0.36363636363636365,10,3.4,32.8,6.0,183.0,0.6,0,0.2,0.6,2.7,28.0,0.5,0.4,-14.0,-11.0,0.0,-1.309090909090909,-0.23636363636363633
401671490,2024,3,0.13636363636363635,4,28,33,38,-5,71,0,0,0,0,0,0,2.0,17.5,21.0,272.0,1.5,0.0,2.0,20.5,27.5,362.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,18,2.388888888888889,30.055555555555557,6.333333333333333,191.44444444444446,0.5,0,0.3333333333333333,0.5,1.894736842105263,30.526315789473685,0.42105263157894735,0.2631578947368421,17,2.823529411764706,41.1764705882353,7.882352941176471,225.35294117647058,0.5882352941176471,0,0.23529411764705882,0.7647058823529411,3.625,44.4375,0.625,0.1875,-3.0,-6.5,-0.5,-0.4346405228758172,-0.08823529411764708
401671632,2024,3,0.13636363636363635,23,24,20,10,10,30,1,0,0,0,0,0,2.0,15.5,8.0,260.5,0.0,1.0,2.0,24.0,6.5,332.5,1.0,1.0,0.0,-1.3,0.0,35.9,0,0,0,0,21,1.4761904761904763,25.0,6.285714285714286,194.04761904761904,0.42857142857142855,0,0.2857142857142857,0.5238095238095238,0.7619047619047619,24.095238095238095,0.19047619047619047,0.5238095238095238,25,2.0,26.0,4.96,154.96,0.4,0,0.4,0.36,0.6666666666666666,18.125,0.125,0.5416666666666666,-8.5,1.5,0.0,-0.5238095238095237,0.028571428571428525
401671646,2024,3,0.13636363636363635,16,34,34,7,27,41,1,0,0,0,0,1,2.0,25.5,11.5,357.5,2.0,1.0,2.0,24.0,20.0,363.5,0.5,1.0,0.0,2.0,0.0,46.0,0,0,0,0,21,2.0952380952380953,33.23809523809524,5.142857142857143,150.76190476190476,0.38095238095238093,0,0.2857142857142857,0.6190476190476191,1.4285714285714286,29.095238095238095,0.2857142857142857,0.23809523809523808,23,2.130434782608696,29.434782608695652,6.260869565217392,179.43478260869566,0.4782608695652174,0,0.2608695652173913,0.6521739130434783,1.8636363636363635,23.545454545454547,0.3181818181818182,0.36363636363636365,1.5,-8.5,0.0,-0.035196687370600444,-0.09730848861283647
401671658,2024,3,0.13636363636363635,13,29,22,36,-14,58,0,0,0,0,0,1,2.0,18.0,22.5,278.0,2.0,0.5,2.0,6.5,36.5,176.0,2.0,0.0,0.0,-5.0,0.0,40.0,0,0,0,0,25,1.56,24.84,5.0,149.88,0.32,0,0.4,0.48,1.96,26.2,0.4,0.44,24,0.5416666666666666,13.458333333333334,4.291666666666667,117.625,0.125,0,0.5833333333333334,0.20833333333333334,3.217391304347826,32.130434782608695,0.6086956521739131,0.2608695652173913,11.5,-14.0,0.5,1.0183333333333335,0.195
401671662,2024,3,0.13636363636363635,26,15,24,3,21,27,1,0,0,0,0,1,2.0,24.5,20.0,331.0,1.0,1.0,2.0,15.0,24.0,375.5,1.5,0.5,0.0,-4.5,0.0,41.4,0,0,0,0,27,1.8518518518518519,24.555555555555557,4.851851851851852,129.88888888888889,0.4444444444444444,0,0.3333333333333333,0.4074074074074074,1.5,20.5,0.3076923076923077,0.5,21,1.9047619047619047,34.38095238095238,6.857142857142857,198.52380952380952,0.3333333333333333,0,0.14285714285714285,0.5714285714285714,2.0952380952380953,26.285714285714285,0.3333333333333333,0.2857142857142857,9.5,-4.0,0.5,-0.052910052910052796,0.1111111111111111
401671682,2024,3,0.13636363636363635,2,30,47,10,37,57,1,0,0,0,0,0,2.0,32.5,19.0,299.5,0.5,1.0,2.0,15.0,19.0,295.0,0.5,0.0,0.0,-5.0,0.0,45.6,0,0,0,0,20,3.05,29.25,5.35,162.55,0.5,0,0.2,0.5,2.2,30.05,0.4,0.3,21,1.5714285714285714,29.952380952380953,5.190476190476191,149.85714285714286,0.3333333333333333,0,0.3333333333333333,0.42857142857142855,1.95,32.8,0.4,0.2,17.5,0.0,1.0,1.4785714285714284,0.16666666666666669
401671736,2024,3,0.13636363636363635,18,21,12,15,-3,27,0,0,0,0,0,1,2.0,45.5,14.5,405.5,1.0,1.0,2.0,27.5,25.5,387.5,2.0,0.5,0.0,-2.6,0.0,49.5,0,0,0,0,21,4.380952380952381,38.23809523809524,5.857142857142857,191.9047619047619,0.7619047619047619,0,0.14285714285714285,0.5714285714285714,1.2608695652173914,22.91304347826087,0.30434782608695654,0.391304347826087,20,2.7,36.4,7.3,205.3,0.5,0,0.35,0.6,2.8,39.3,0.55,0.1,18.0,-11.0,0.5,1.6809523809523812,0.26190476190476186
401671741,2024,3,0.13636363636363635,27,7,7,26,-19,33,0,0,0,0,0,0,2.0,28.5,18.0,304.0,0.5,1.0,2.0,13.0,19.5,263.0,2.5,0.0,0.0,-6.5,0.0,40.9,0,0,0,0,20,2.85,33.5,5.65,179.4,0.55,0,0.25,0.55,2.15,38.65,0.35,0.2,26,0.8461538461538461,19.73076923076923,5.0,135.96153846153845,0.23076923076923078,0,0.5,0.3076923076923077,1.5384615384615385,22.807692307692307,0.38461538461538464,0.34615384615384615,15.5,-1.5,1.0,2.003846153846154,0.31923076923076926
401671763,2024,3,0.13636363636363635,6,33,25,28,-3,53,0,0,0,0,0,1,2.0,26.0,30.5,309.0,1.0,0.5,2.0,21.5,26.5,417.5,1.0,0.0,0.0,1.1,0.0,47.9,0,0,0,0,24,1.875,23.833333333333332,5.583333333333333,146.45833333333334,0.4583333333333333,0,0.375,0.375,2.875,26.375,0.4583333333333333,0.3333333333333333,22,2.227272727272727,35.72727272727273,6.545454545454546,171.8181818181818,0.4090909090909091,0,0.2727272727272727,0.7272727272727273,2.409090909090909,30.318181818181817,0.5,0.2727272727272727,4.5,4.0,0.5,-0.35227272727272707,0.0492424242424242
401671771,2024,3,0.13636363636363635,22,8,13,20,-7,33,0,0,0,0,0,1,2.0,34.5,22.0,379.5,1.0,0.5,2.0,21.0,20.0,413.0,1.5,0.5,0.0,2.9,0.0,51.5,0,0,0,0,19,3.5789473684210527,40.05263157894737,6.631578947368421,209.68421052631578,0.631578947368421,0,0.2631578947368421,0.6842105263157895,2.2,29.35,0.4,0.35,22,1.9545454545454546,38.68181818181818,6.7727272727272725,173.54545454545453,0.4090909090909091,0,0.2727272727272727,0.6818181818181818,1.9047619047619047,32.38095238095238,0.38095238095238093,0.2857142857142857,13.5,2.0,0.0,1.624401913875598,0.2224880382775119
401671772,2024,3,0.13636363636363635,14,25,27,24,3,51,1,0,0,0,0,1,2.0,15.0,33.5,316.0,1.0,0.0,2.0,24.5,21.0,398.5,1.0,0.5,0.0,7.0,0.0,43.6,0,0,0,0,20,1.5,33.6,6.45,174.1,0.3,0,0.4,0.5,3.4,42.7,0.6,0.3,20,2.45,39.5,7.2,220.4,0.55,0,0.2,0.7,2.0952380952380953,30.142857142857142,0.38095238095238093,0.38095238095238093,-9.5,12.5,-0.5,-0.9500000000000002,-0.25000000000000006
401671793,2024,3,0.13636363636363635,1,12,17,22,-5,39,0,0,0,0,0,1,2.0,16.0,19.5,305.5,1.5,0.5,2.0,26.5,22.5,319.5,2.0,1.0,0.0,3.5,0.0,46.5,0,0,0,0,19,1.736842105263158,30.94736842105263,5.894736842105263,153.94736842105263,0.3684210526315789,0,0.3157894736842105,0.5263157894736842,2.0,29.473684210526315,0.5263157894736842,0.2631578947368421,19,2.473684210526316,34.05263157894737,5.947368421052632,173.05263157894737,0.47368421052631576,0,0.21052631578947367,0.5789473684210527,2.8,35.7,0.55,0.15,-10.5,-3.0,-0.5,-0.736842105263158,-0.10526315789473684
401671808,2024,3,0.13636363636363635,20,17,24,3,21,27,1,0,0,0,0,0,2.0,21.5,24.5,265.5,1.0,0.5,2.0,18.0,16.5,300.0,0.0,0.5,0.0,-6.1,0.0,38.5,0,0,0,0,21,2.142857142857143,25.523809523809526,5.0476190476190474,146.8095238095238,0.3333333333333333,0,0.47619047619047616,0.38095238095238093,2.3333333333333335,34.095238095238095,0.5238095238095238,0.38095238095238093,21,1.8571428571428572,28.571428571428573,6.476190476190476,199.28571428571428,0.38095238095238093,0,0.42857142857142855,0.47619047619047616,1.65,30.2,0.35,0.4,3.5,8.0,0.0,0.2857142857142856,-0.047619047619047616
401671823,2024,3,0.13636363636363635,10,9,14,30,-16,44,0,0,0,0,0,0,2.0,17.0,24.0,272.0,2.5,0.0,2.0,22.5,22.0,398.5,1.0,0.5,0.0,-2.5,0.0,38.0,0,0,0,0,24,2.0,22.875,5.125,162.08333333333334,0.3333333333333333,0,0.5,0.3333333333333333,1.5714285714285714,19.428571428571427,0.3333333333333333,0.3333333333333333,21,2.4761904761904763,36.04761904761905,6.333333333333333,192.57142857142858,0.47619047619047616,0,0.19047619047619047,0.6666666666666666,2.238095238095238,35.19047619047619,0.38095238095238093,0.38095238095238093,-5.5,2.0,-0.5,-0.4761904761904763,-0.14285714285714285
