game_id,season,week,simple_spread,enhanced_spread,simple_spread_edge,enhanced_spread_edge,simple_spread_edge_abs,enhanced_spread_edge_abs,avg_spread_edge,avg_spread_edge_abs,spread_agreement,spread_model_diff,vegas_spread,vegas_spread_abs,big_favorite,close_game,recent_spread_acc,home_games,away_games,combined_games,home_rest,away_rest,rest_diff,home_post_bye,away_post_bye,bye_advantage,week_normalized,early_season,mid_season,late_season,neutral_site,is_dome,is_primetime,spread_cover,actual_spread
401437853,2022,11,-4.53118376270992,-6.177356575734182,-1.5311837627099196,-3.1773565757341817,1.5311837627099196,3.1773565757341817,-2.354270169222051,2.354270169222051,1,1.646172813024262,-3.0,3.0,0,1,0.45454545454545453,0.9,0.9,0.9,7,7,0,0,0,0,0.6470588235294118,0,1,0,0,0,0,0.0,6
401437866,2022,12,-6.2724591276527475,-4.263401981070366,-2.7724591276527475,-0.7634019810703663,2.7724591276527475,0.7634019810703663,-1.7679305543615573,1.7679305543615573,1,2.009057146582381,-3.5,3.5,0,0,0.5,1.0,1.0,1.0,7,7,0,0,0,0,0.7058823529411765,0,1,0,0,0,0,1.0,-6
401437868,2022,12,-10.68318005156689,-13.817961545416253,-6.6831800515668895,-9.817961545416253,6.6831800515668895,9.817961545416253,-8.250570798491571,8.250570798491571,1,3.1347814938493634,-4.0,4.0,0,0,0.46153846153846156,1.0,1.0,1.0,14,7,7,1,0,1,0.7058823529411765,0,1,0,0,1,0,0.0,6
401437880,2022,13,-0.7626490777938062,1.4037230937065839,-2.262649077793806,-0.09627690629341612,2.262649077793806,0.09627690629341612,-1.1794629920436113,1.1794629920436113,1,2.16637217150039,1.5,1.5,0,1,0.5,1.0,1.0,1.0,10,7,3,0,0,0,0.7647058823529411,0,0,1,0,0,0,1.0,0
401437885,2022,13,-2.9461182926994365,-1.6923496596624885,-5.4461182926994365,-4.192349659662488,5.4461182926994365,4.192349659662488,-4.819233976180962,4.819233976180962,1,1.253768633036948,2.5,2.5,0,1,0.5333333333333333,1.0,1.0,1.0,7,7,0,0,0,0,0.7647058823529411,0,0,1,0,1,0,1.0,-7
401437888,2022,14,-0.5848648855870047,7.5614064826610505,-6.584864885587004,1.5614064826610505,6.584864885587004,1.5614064826610505,-2.511729201462977,2.511729201462977,0,8.146271368248055,6.0,6.0,0,0,0.5625,1.0,1.0,1.0,4,4,0,0,0,0,0.8235294117647058,0,0,1,0,1,1,1.0,-1
401437906,2022,15,-3.108340359565192,-3.4628041296246215,0.891659640434808,0.5371958703753785,0.891659640434808,0.5371958703753785,0.7144277554050933,0.7144277554050933,1,0.35446377005942953,-4.0,4.0,0,0,0.5882352941176471,1.0,1.0,1.0,14,7,7,1,0,1,0.8823529411764706,0,0,1,0,0,0,1.0,8
401437915,2022,15,-1.3445068125444912,1.6611151490918232,0.6554931874555088,3.661115149091823,0.6554931874555088,3.661115149091823,2.158304168273666,2.158304168273666,1,3.0056219616363142,-2.0,2.0,0,1,0.5555555555555556,1.0,1.0,1.0,10,6,4,0,0,0,0.8823529411764706,0,0,1,0,1,0,0.0,-6
401437926,2022,16,-4.498010930443355,-10.40397902563134,2.001989069556645,-3.9039790256313402,2.001989069556645,3.9039790256313402,-0.9509949780373477,0.9509949780373477,0,5.905968095187985,-6.5,6.5,0,0,0.5789473684210527,1.0,1.0,1.0,9,6,3,0,0,0,0.9411764705882353,0,0,1,0,0,0,1.0,-17
401437942,2022,17,-1.4944297170529945,2.7454399359237476,-0.49442971705299454,3.7454399359237476,0.49442971705299454,3.7454399359237476,1.6255051094353765,1.6255051094353765,0,4.239869652976742,-1.0,1.0,0,1,0.6,1.0,1.0,1.0,8,8,0,0,0,0,1.0,0,0,1,0,0,0,1.0,14
401437943,2022,17,-1.2145758374294717,4.38567450862322,-11.214575837429472,-5.61432549137678,11.214575837429472,5.61432549137678,-8.414450664403127,8.414450664403127,1,5.600250346052691,10.0,10.0,1,0,0.65,1.0,1.0,1.0,8,8,0,0,0,0,1.0,0,0,1,0,1,0,1.0,3
401437961,2022,18,1.3010482477570824,4.829930493953154,-8.698951752242918,-5.170069506046846,8.698951752242918,5.170069506046846,-6.9345106291448815,6.9345106291448815,1,3.528882246196072,10.0,10.0,1,0,0.6,1.0,1.0,1.0,6,6,0,0,0,0,1.0,0,0,1,0,1,0,0.0,18
401437959,2022,18,1.7376345657822843,7.002892876965563,-5.762365434217716,-0.4971071230344366,5.762365434217716,0.4971071230344366,-3.1297362786260763,3.1297362786260763,1,5.265258311183279,7.5,7.5,1,0,0.6,1.0,1.0,1.0,7,10,-3,0,0,0,1.0,0,0,1,0,0,0,1.0,-20
401547439,2023,3,-3.233739624423551,-4.915400690718959,-1.733739624423551,-3.4154006907189594,1.733739624423551,3.4154006907189594,-2.574570157571255,2.574570157571255,1,1.6816610662954083,-1.5,1.5,0,1,0.6,0.2,0.2,0.2,7,6,1,0,0,0,0.17647058823529413,1,0,0,0,1,0,0.0,5
401547451,2023,4,-4.212401977304854,-6.924768300733927,4.287598022695146,1.575231699266073,4.287598022695146,1.575231699266073,2.9314148609806097,2.9314148609806097,1,2.712366323429073,-8.5,8.5,1,0,0.6,0.3,0.3,0.3,6,7,-1,0,0,0,0.23529411764705882,1,0,0,0,0,0,1.0,-3
401547457,2023,5,-2.557760327680855,2.3069346170795524,3.442239672319145,8.306934617079552,3.442239672319145,8.306934617079552,5.8745871446993485,5.8745871446993485,1,4.864694944760407,-6.0,6.0,0,0,0.6,0.4,0.4,0.4,4,4,0,0,0,0,0.29411764705882354,0,1,0,0,0,1,1.0,20
401547468,2023,5,-1.3654068484776256,4.371315763943601,-0.3654068484776256,5.371315763943601,0.3654068484776256,5.371315763943601,2.5029544577329874,2.5029544577329874,0,5.736722612421227,-1.0,1.0,0,1,0.55,0.4,0.4,0.4,8,11,-3,0,0,0,0.29411764705882354,0,1,0,0,1,1,0.0,-4
401547520,2023,9,-0.506950748463666,-1.094006481836754,1.993049251536334,1.405993518163246,1.993049251536334,1.405993518163246,1.69952138484979,1.69952138484979,1,0.5870557333730881,-2.5,2.5,0,1,0.6,0.7,0.8,0.75,7,7,0,0,0,0,0.5294117647058824,0,1,0,0,0,0,1.0,3
401547521,2023,9,-2.700582856803759,0.5577487236831966,0.29941714319624113,3.5577487236831966,0.29941714319624113,3.5577487236831966,1.9285829334397189,1.9285829334397189,1,3.2583315804869555,-3.0,3.0,0,1,0.6,0.8,0.7,0.75,6,7,-1,0,0,0,0.5294117647058824,0,1,0,0,1,0,0.0,-24
401547351,2023,16,-6.337239808467941,-3.5510133009099603,3.162760191532059,5.94898669909004,3.162760191532059,5.94898669909004,4.555873445311049,4.555873445311049,1,2.7862265075579806,-9.5,9.5,1,0,0.6,1.0,1.0,1.0,8,11,-3,0,0,0,0.9411764705882353,0,0,1,0,0,1,1.0,6
401671808,2024,3,1.3272971288357773,0.48971797415571316,7.827297128835777,6.989717974155713,7.827297128835777,6.989717974155713,7.408507551495745,7.408507551495745,1,0.8375791546800642,-6.5,6.5,0,0,0.6,0.2,0.2,0.2,5,5,0,0,0,0,0.17647058823529413,1,0,0,0,0,0,0.0,-21
401671632,2024,3,2.0304304909317468,1.2303314487351273,4.530430490931747,3.7303314487351273,4.530430490931747,3.7303314487351273,4.130380969833437,4.130380969833437,1,0.8000990421966194,-2.5,2.5,0,1,0.55,0.2,0.2,0.2,7,7,0,0,0,0,0.17647058823529413,1,0,0,0,0,0,0.0,-10
401671646,2024,3,-1.4621698854385605,-4.6602009911546,-3.4621698854385605,-6.6602009911546,3.4621698854385605,6.6602009911546,-5.06118543829658,5.06118543829658,1,3.1980311057160393,2.0,2.0,0,1,0.55,0.2,0.2,0.2,7,6,1,0,0,0,0.17647058823529413,1,0,0,0,1,0,1.0,-27
401671736,2024,3,-3.5532049145827087,-3.323422930411958,-1.0532049145827087,-0.823422930411958,1.0532049145827087,0.823422930411958,-0.9383139224973336,0.9383139224973336,1,0.22978198417075069,-2.5,2.5,0,1,0.5,0.2,0.2,0.2,7,5,2,0,0,0,0.17647058823529413,1,0,0,0,1,0,0.0,3
401671741,2024,3,-4.443153448989383,-4.202389138358068,1.0568465510106169,1.2976108616419317,1.0568465510106169,1.2976108616419317,1.1772287063262743,1.1772287063262743,1,0.24076431063131487,-5.5,5.5,0,0,0.5,0.2,0.2,0.2,7,7,0,0,0,0,0.17647058823529413,1,0,0,0,0,0,1.0,19
