team_id,off_points_per_drive,off_total_points,off_yards_per_drive,off_yards_std,off_plays_per_drive,off_plays_std,off_seconds_per_drive,off_seconds_std,off_scoring_pct,off_scoring_drives,off_total_drives,off_redzone_scoring_pct,off_redzone_attempts,off_three_and_outs,off_three_and_out_pct,off_explosive_drives,off_explosive_pct,off_home_ppd,off_away_ppd,off_dome_ppd,off_outdoor_ppd,def_points_per_drive,def_yards_per_drive,def_plays_per_drive,def_scoring_pct,def_total_drives,def_three_and_out_forced,def_redzone_stops,ppd_differential,ypd_differential,scoring_pct_differential
17,2.5609756097560976,315,34.51219512195122,31.143340170014227,6.195121951219512,3.6589404015445752,185.0650406504065,131.40069739549685,0.44715447154471544,55,123,0.0,0.0,33,0.2682926829268293,67,0.5447154471544715,2.365079365079365,2.7666666666666666,2.6666666666666665,2.5526315789473686,2.0163934426229506,29.065573770491802,5.745901639344262,0.36065573770491804,122,0.27049180327868855,0,0.544582167133147,5.44662135145942,0.08649873383979739
18,1.7117117117117118,190,29.34234234234234,26.040700833850458,6.36936936936937,3.7293136778475073,162.18018018018017,114.4380895107758,0.3063063063063063,34,111,0.0,0.0,31,0.27927927927927926,65,0.5855855855855856,1.6885245901639345,1.74,1.6585365853658536,1.8620689655172413,2.439655172413793,29.49137931034483,6.008620689655173,0.43103448275862066,116,0.2672413793103448,0,-0.7279434607020814,-0.14903696800248767,-0.12472817645231438
19,2.25,279,34.354838709677416,29.2483599841494,6.459677419354839,3.7381774472064646,182.80645161290323,122.24210799134792,0.3870967741935484,48,124,0.0,0.0,36,0.2903225806451613,71,0.5725806451612904,2.306122448979592,2.2133333333333334,2.5,2.1555555555555554,2.6,36.7,6.084615384615384,0.4461538461538462,130,0.23846153846153847,0,-0.3500000000000001,-2.3451612903225865,-0.0590570719602978
20,1.7542372881355932,207,25.584745762711865,26.910210393809347,5.677966101694915,3.2865469264405434,161.51694915254237,110.222520311301,0.3474576271186441,41,118,0.0,0.0,40,0.3389830508474576,58,0.4915254237288136,1.4776119402985075,2.1176470588235294,0.0,1.7542372881355932,2.5166666666666666,29.358333333333334,5.883333333333334,0.48333333333333334,120,0.30833333333333335,0,-0.7624293785310734,-3.773587570621469,-0.13587570621468925
21,2.130434782608696,245,28.14782608695652,30.31855533933347,5.730434782608696,3.3095336479934163,176.84347826086957,118.26965852722518,0.3565217391304348,41,115,0.0,0.0,39,0.3391304347826087,56,0.48695652173913045,2.3773584905660377,1.9193548387096775,2.4,2.0736842105263156,2.234782608695652,32.55652173913043,6.260869565217392,0.40869565217391307,115,0.20869565217391303,0,-0.10434782608695636,-4.408695652173911,-0.05217391304347829
22,2.3333333333333335,266,31.350877192982455,27.96235853426789,6.552631578947368,3.5575971439000766,185.80701754385964,112.57948045423208,0.40350877192982454,46,114,0.0,0.0,26,0.22807017543859648,62,0.543859649122807,2.0793650793650795,2.6470588235294117,2.4038461538461537,1.6,2.4453781512605044,30.949579831932773,5.983193277310924,0.46218487394957986,119,0.2689075630252101,0,-0.11204481792717091,0.40129736104968217,-0.058676102019755316
23,2.2393162393162394,262,27.965811965811966,29.00176321153821,5.521367521367521,3.4730447007019607,157.11111111111111,112.07731150767881,0.41025641025641024,48,117,0.0,0.0,47,0.4017094017094017,58,0.49572649572649574,2.21875,2.2641509433962264,1.0833333333333333,2.3714285714285714,2.4789915966386555,33.80672268907563,6.487394957983193,0.44537815126050423,119,0.2605042016806723,0,-0.23967535732241618,-5.8409107232636615,-0.03512174100409399
24,2.369369369369369,263,33.927927927927925,29.449405523159303,6.594594594594595,3.6515958612848074,193.53153153153153,124.27058598951942,0.4594594594594595,51,111,0.0,0.0,27,0.24324324324324326,68,0.6126126126126126,2.542372881355932,2.173076923076923,2.306451612903226,2.4489795918367347,2.1272727272727274,28.545454545454547,5.827272727272727,0.4,110,0.32727272727272727,0,0.24209664209664172,5.382473382473378,0.05945945945945946
25,2.43859649122807,278,33.271929824561404,28.08624047834493,6.37719298245614,3.7164793285576514,174.42105263157896,124.48974757778052,0.4649122807017544,53,114,0.0,0.0,28,0.24561403508771928,65,0.5701754385964912,2.3333333333333335,2.493333333333333,2.4814814814814814,2.4,2.3805309734513274,33.89380530973451,6.274336283185841,0.3893805309734513,113,0.2743362831858407,0,0.05806551777674285,-0.6218754851731063,0.07553174972830307
26,2.721311475409836,332,33.23770491803279,29.237147569399646,5.483606557377049,3.099543038987386,157.64754098360655,105.24979512601703,0.48360655737704916,59,122,0.0,0.0,35,0.28688524590163933,72,0.5901639344262295,2.767857142857143,2.6818181818181817,2.6025641025641026,2.9318181818181817,1.91869918699187,26.634146341463413,5.943089430894309,0.3252032520325203,123,0.3170731707317073,0,0.8026122884179661,6.603558576569377,0.15840330534452884
27,2.25,279,28.991935483870968,27.894253267100318,5.766129032258065,3.556989845881363,168.01612903225808,124.60643629195718,0.4032258064516129,50,124,0.0,0.0,40,0.3225806451612903,65,0.5241935483870968,2.5434782608695654,2.076923076923077,1.9692307692307693,2.559322033898305,2.4201680672268906,31.210084033613445,5.722689075630252,0.42016806722689076,119,0.23529411764705882,0,-0.1701680672268906,-2.2181485497424767,-0.016942260775277884
28,2.364485981308411,253,33.71028037383178,27.565020678660638,6.186915887850467,2.968802697237146,176.88785046728972,101.97773777614256,0.38317757009345793,41,107,0.0,0.0,23,0.21495327102803738,65,0.6074766355140186,2.46,2.280701754385965,2.7,2.2337662337662336,2.72972972972973,37.972972972972975,6.288288288288288,0.5045045045045045,111,0.24324324324324326,0,-0.3652437484213187,-4.262692599141197,-0.12132693441104653
29,2.0357142857142856,228,30.839285714285715,27.900580759052428,6.401785714285714,3.542432160440848,186.75,116.48535460665362,0.36607142857142855,41,112,0.0,0.0,28,0.25,64,0.5714285714285714,2.019607843137255,2.0491803278688523,2.772727272727273,1.8555555555555556,2.3773584905660377,31.82075471698113,6.113207547169812,0.42452830188679247,106,0.27358490566037735,0,-0.34164420485175206,-0.981469002695416,-0.05845687331536392
30,2.28099173553719,276,29.90082644628099,28.66455562731255,6.132231404958677,3.639922500915668,176.53719008264463,133.70259541997893,0.39669421487603307,48,121,0.0,0.0,37,0.30578512396694213,66,0.5454545454545454,2.0307692307692307,2.5714285714285716,2.8484848484848486,2.0681818181818183,2.216666666666667,30.2,5.758333333333334,0.36666666666666664,120,0.31666666666666665,0,0.06432506887052325,-0.2991735537190081,0.030027548209366428
33,2.389830508474576,282,29.24576271186441,28.079842342764227,5.491525423728813,3.3961913376475437,165.88983050847457,125.08115546017746,0.4406779661016949,52,118,0.0,0.0,41,0.3474576271186441,59,0.5,2.19672131147541,2.5964912280701755,2.230769230769231,2.4095238095238094,2.3333333333333335,30.908333333333335,6.058333333333334,0.425,120,0.25,0,0.05649717514124264,-1.6625706214689266,0.015677966101694918
34,2.0161290322580645,250,27.725806451612904,26.774984900416275,5.919354838709677,3.6080235208108555,169.9516129032258,122.92392087214205,0.4112903225806452,51,124,0.0,0.0,40,0.3225806451612903,61,0.49193548387096775,2.3134328358208953,1.6666666666666667,1.9666666666666666,2.1470588235294117,1.743801652892562,23.710743801652892,5.371900826446281,0.2809917355371901,121,0.39669421487603307,0,0.27232737936550255,4.0150626499600115,0.1302985870434551
