game_id,season,date,games_into_season,season_progress,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,attendance,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_win_pct,home_hist_fg_pct,home_hist_three_pct,home_hist_ft_pct,home_hist_rebounds_pg,home_hist_off_rebounds_pg,home_hist_def_rebounds_pg,home_hist_assists_pg,home_hist_steals_pg,home_hist_blocks_pg,home_hist_turnovers_pg,home_hist_paint_pg,home_hist_fastbreak_pg,home_hist_bench_pg,home_hist_home_games,home_hist_home_ppg,home_hist_home_papg,home_hist_home_win_pct,home_hist_away_games,home_hist_away_ppg,home_hist_away_papg,home_hist_away_win_pct,home_hist_home_away_ppg_diff,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_win_pct,away_hist_fg_pct,away_hist_three_pct,away_hist_ft_pct,away_hist_rebounds_pg,away_hist_off_rebounds_pg,away_hist_def_rebounds_pg,away_hist_assists_pg,away_hist_steals_pg,away_hist_blocks_pg,away_hist_turnovers_pg,away_hist_paint_pg,away_hist_fastbreak_pg,away_hist_bench_pg,away_hist_home_games,away_hist_home_ppg,away_hist_home_papg,away_hist_home_win_pct,away_hist_away_games,away_hist_away_ppg,away_hist_away_papg,away_hist_away_win_pct,away_hist_home_away_ppg_diff,home_recent_ppg,home_recent_papg,home_recent_win_pct,home_recent_games,away_recent_ppg,away_recent_papg,away_recent_win_pct,away_recent_games,home_rest_days,away_rest_days,rest_advantage,home_b2b,away_b2b,odds_opening_spread,odds_latest_spread,odds_line_movement,odds_opening_total,odds_latest_total,ppg_differential,papg_differential,win_pct_differential,fg_pct_differential,three_pct_differential,rebound_differential,assist_differential,turnover_differential,recent_ppg_diff,recent_win_pct_diff,venue_ppg_differential,venue_win_pct_differential,combined_home_advantage,stats_reliability,vegas_reliability,prev_season_weight,prev_season_ppg_diff,prev_season_win_pct_diff,weighted_ppg_diff,weighted_vegas_spread,blended_ppg_diff
401704665,2024,2024-10-27T22:00Z,6,0.07317073170731707,22,3,125,103,22,228,1,0,6.0,107.66666666666667,102.83333333333333,0.5,44.0,29.6,77.4,46.8,13.6,33.2,25.2,11.2,6.4,16.6,54.8,16.4,35,4.0,110.5,107.75,0.5,2.0,102.0,93.0,0.5,8.5,5.0,106.2,107.4,0.6,43.2,31.0,78.2,43.6,10.0,33.6,24.0,10.8,7.2,15.2,41.2,18.4,35,2.0,114.5,107.5,1.0,3.0,100.66666666666667,107.33333333333333,0.3333333333333333,13.833333333333329,102.7,106.4,0.3,10,99.4,105.6,0.4,10,1,1,0,0,0,0.0,0.0,0.0,220.0,220.0,1.4666666666666686,-4.566666666666677,-0.09999999999999998,0.7999999999999972,-1.3999999999999986,3.1999999999999957,1.1999999999999993,1.4000000000000021,3.299999999999997,-0.10000000000000003,9.833333333333329,0.16666666666666669,11.166666666666664,0.375,0.625,0.6,-3.8326592517694564,-0.17912032355915067,0.5500000000000007,0.0,-3.2826592517694557
401704666,2024,2024-10-27T23:00Z,7,0.08536585365853659,25,1,128,104,24,232,1,0,7.0,112.28571428571429,99.0,0.8571428571428571,46.42857142857143,31.142857142857142,67.71428571428571,48.42857142857143,10.142857142857142,38.285714285714285,26.285714285714285,11.428571428571429,7.142857142857143,12.571428571428571,52.857142857142854,16.857142857142858,35,3.0,111.33333333333333,103.33333333333333,0.6666666666666666,4.0,113.0,95.75,1.0,-1.6666666666666714,6.0,112.5,115.66666666666667,0.5,46.4,35.0,81.4,43.2,11.4,31.8,27.6,11.4,5.4,17.4,46.8,15.2,35,4.0,116.25,117.5,0.75,2.0,105.0,112.0,0.0,11.25,109.4,101.0,0.7,10,112.6,120.6,0.3,10,0,1,-1,1,0,0.0,0.0,0.0,220.0,220.0,-0.2142857142857082,-16.66666666666667,0.3571428571428571,0.028571428571432023,-3.8571428571428577,5.228571428571428,-1.3142857142857167,-4.828571428571427,-3.1999999999999886,0.39999999999999997,6.333333333333329,0.6666666666666666,4.791666666666664,0.4117647058823529,0.5882352941176471,0.5333333333333333,0.48747266479225193,0.12102467978756636,-0.08823529411764455,0.0,0.3992373706746074
401704667,2024,2024-10-28T00:30Z,8,0.0975609756097561,9,12,104,112,-8,216,0,0,8.0,117.875,95.25,1.0,48.125,38.75,77.125,49.0,11.25,37.75,31.625,10.125,5.875,16.625,44.75,21.25,35,3.0,117.33333333333333,91.0,1.0,5.0,118.2,97.8,1.0,-0.8666666666666742,7.0,107.28571428571429,100.42857142857143,0.7142857142857143,48.666666666666664,31.833333333333332,74.5,45.166666666666664,10.166666666666666,35.0,26.166666666666668,11.666666666666666,5.5,19.0,53.0,19.333333333333332,35,6.0,107.0,99.83333333333333,0.6666666666666666,1.0,109.0,104.0,1.0,-2.0,116.0,99.6,0.9,10,106.1,105.1,0.6,10,1,1,0,0,0,0.0,0.0,0.0,220.0,220.0,10.589285714285708,-5.178571428571431,0.2857142857142857,-0.5416666666666643,6.916666666666668,3.8333333333333357,5.458333333333332,-2.375,9.900000000000006,0.30000000000000004,8.333333333333329,0.0,-1.4333333333333371,0.4444444444444444,0.5555555555555556,0.4666666666666667,1.7340909090909102,-0.013833992094861632,4.706349206349203,0.0,6.440440115440113
401704668,2024,2024-10-28T23:00Z,6,0.07317073170731707,19,11,119,115,4,234,1,0,6.0,109.66666666666667,105.66666666666667,0.5,45.333333333333336,35.166666666666664,73.5,45.666666666666664,10.333333333333334,35.333333333333336,25.166666666666668,9.5,6.166666666666667,16.5,42.333333333333336,12.333333333333334,35,2.0,115.0,100.0,1.0,4.0,107.0,108.5,0.25,8.0,7.0,117.57142857142857,119.14285714285714,0.42857142857142855,50.0,32.42857142857143,73.14285714285714,41.285714285714285,10.142857142857142,31.142857142857142,29.428571428571427,10.142857142857142,5.571428571428571,16.714285714285715,57.714285714285715,14.0,35,3.0,117.0,118.0,0.3333333333333333,4.0,118.0,120.0,0.5,-1.0,107.0,102.9,0.5,10,114.6,117.9,0.3,10,1,1,0,0,0,0.0,0.0,0.0,220.0,220.0,-7.904761904761898,-13.476190476190467,0.07142857142857145,-4.666666666666664,2.7380952380952337,4.38095238095238,-4.261904761904759,-0.2142857142857153,-7.599999999999994,0.2,-3.0,0.5,3.5,0.375,0.625,0.6,-6.972766749379656,0.013089330024813894,-2.9642857142857117,0.0,-9.937052463665367
401704669,2024,2024-10-28T23:30Z,7,0.08536585365853659,1,27,119,121,-2,240,0,0,7.0,111.28571428571429,117.42857142857143,0.42857142857142855,45.333333333333336,34.5,80.5,44.166666666666664,12.333333333333334,31.833333333333332,27.0,10.666666666666666,5.166666666666667,17.666666666666668,47.333333333333336,14.166666666666666,35,4.0,116.25,117.5,0.75,3.0,104.66666666666667,117.33333333333333,0.0,11.583333333333329,7.0,104.71428571428571,120.28571428571429,0.2857142857142857,43.833333333333336,33.666666666666664,75.33333333333333,41.5,9.5,32.0,25.166666666666668,7.0,6.833333333333333,18.833333333333332,45.333333333333336,12.666666666666666,35,4.0,112.25,117.25,0.5,3.0,94.66666666666667,124.33333333333333,0.0,17.58333333333333,111.6,121.9,0.3,10,110.3,123.3,0.2,10,1,2,-1,0,0,0.0,0.0,0.0,220.0,220.0,6.571428571428584,-2.857142857142861,0.14285714285714285,1.5,0.8333333333333357,2.6666666666666643,1.8333333333333321,-1.1666666666666643,1.2999999999999972,0.09999999999999998,21.58333333333333,0.75,14.583333333333329,0.4117647058823529,0.5882352941176471,0.5333333333333333,2.00676532769556,0.12473572938689216,2.7058823529411815,0.0,4.712647680636742
401704670,2024,2024-10-28T23:30Z,8,0.0975609756097561,2,15,119,108,11,227,1,0,8.0,123.375,106.875,0.875,45.75,39.875,81.375,44.25,12.75,31.5,27.625,9.0,5.0,10.5,39.0,15.75,35,4.0,129.0,103.25,1.0,4.0,117.75,110.5,0.75,11.25,7.0,104.57142857142857,114.28571428571429,0.2857142857142857,44.333333333333336,36.833333333333336,72.66666666666667,44.666666666666664,8.333333333333334,36.333333333333336,25.166666666666668,6.666666666666667,6.333333333333333,16.833333333333332,37.666666666666664,13.0,35,3.0,111.66666666666667,115.66666666666667,0.3333333333333333,4.0,99.25,113.25,0.25,12.416666666666671,117.7,106.5,0.8,10,105.8,113.8,0.3,10,2,1,1,0,0,0.0,0.0,0.0,220.0,220.0,18.80357142857143,-7.410714285714292,0.5892857142857143,1.4166666666666643,3.0416666666666643,-0.4166666666666643,2.458333333333332,-6.333333333333332,11.900000000000006,0.5,29.75,0.75,11.833333333333336,0.4444444444444444,0.5555555555555556,0.4666666666666667,0.21297761547304978,0.09884357881923311,8.357142857142858,0.0,8.570120472615907
401704671,2024,2024-10-28T23:30Z,7,0.08536585365853659,14,8,106,98,8,204,1,0,7.0,110.57142857142857,109.85714285714286,0.7142857142857143,44.714285714285715,34.0,73.14285714285714,42.57142857142857,10.142857142857142,32.42857142857143,29.428571428571427,12.714285714285714,5.142857142857143,14.0,49.42857142857143,23.285714285714285,35,4.0,109.5,110.75,0.75,3.0,112.0,108.66666666666667,0.6666666666666666,-2.5,8.0,106.875,104.75,0.375,45.57142857142857,33.714285714285715,76.28571428571429,42.0,9.428571428571429,32.57142857142857,28.285714285714285,8.285714285714286,5.714285714285714,16.0,47.714285714285715,17.714285714285715,35,5.0,110.4,104.6,0.4,3.0,101.0,105.0,0.3333333333333333,9.400000000000006,103.0,109.3,0.5,10,105.7,105.0,0.4,10,2,2,0,0,0,0.0,0.0,0.0,220.0,220.0,3.6964285714285694,5.107142857142861,0.3392857142857143,-0.8571428571428541,0.2857142857142847,0.5714285714285694,1.1428571428571423,-2.0,-2.700000000000003,0.09999999999999998,8.5,0.4166666666666667,3.450000000000003,0.4117647058823529,0.5882352941176471,0.5333333333333333,-0.581098466105891,0.18446313706086095,1.5220588235294108,0.0,0.9409603574235198
401704672,2024,2024-10-28T23:30Z,7,0.08536585365853659,18,5,104,110,-6,214,0,0,7.0,114.71428571428571,109.42857142857143,0.7142857142857143,46.285714285714285,33.0,79.57142857142857,44.42857142857143,10.0,34.42857142857143,22.285714285714285,7.285714285714286,4.0,11.142857142857142,46.57142857142857,12.571428571428571,35,4.0,116.5,101.75,1.0,3.0,112.33333333333333,119.66666666666667,0.3333333333333333,4.166666666666671,7.0,120.28571428571429,116.42857142857143,0.42857142857142855,48.142857142857146,35.57142857142857,72.85714285714286,45.142857142857146,9.142857142857142,36.0,28.285714285714285,10.285714285714286,6.428571428571429,14.857142857142858,53.42857142857143,19.142857142857142,35,3.0,114.0,115.33333333333333,0.3333333333333333,4.0,125.0,117.25,0.5,-11.0,113.6,110.3,0.6,10,113.5,114.3,0.3,10,3,2,1,0,0,0.0,0.0,0.0,220.0,220.0,-5.571428571428584,-7.0,0.28571428571428575,-1.8571428571428612,-2.5714285714285694,-0.7142857142857153,-6.0,-3.7142857142857153,0.09999999999999432,0.3,-8.5,0.5,-3.4166666666666643,0.4117647058823529,0.5882352941176471,0.5333333333333333,0.8635470349756057,0.01858036143750432,-2.2941176470588283,0.0,-1.4305706120832227
401704673,2024,2024-10-28T23:30Z,8,0.0975609756097561,28,7,125,127,-2,252,0,0,8.0,111.0,113.875,0.5,46.375,33.375,74.875,47.625,13.75,33.875,29.5,8.625,4.75,18.875,54.5,20.5,35,4.0,116.25,114.75,0.75,4.0,105.75,113.0,0.25,10.5,7.0,105.42857142857143,116.57142857142857,0.14285714285714285,43.714285714285715,33.57142857142857,70.85714285714286,45.857142857142854,11.0,34.857142857142854,27.285714285714285,8.571428571428571,3.857142857142857,17.428571428571427,46.285714285714285,12.571428571428571,35,5.0,100.4,112.0,0.0,2.0,118.0,128.0,0.5,-17.599999999999994,109.4,115.4,0.4,10,101.0,112.6,0.2,10,1,2,-1,0,0,0.0,0.0,0.0,220.0,220.0,5.571428571428569,-2.6964285714285694,0.35714285714285715,2.6607142857142847,-0.1964285714285694,1.767857142857146,2.2142857142857153,1.446428571428573,8.400000000000006,0.2,-1.75,0.25,-3.549999999999997,0.4444444444444444,0.5555555555555556,0.4666666666666667,-0.1879492600422888,-0.15846057473964453,2.476190476190475,0.0,2.288241216148186
401704674,2024,2024-10-29T00:00Z,8,0.0975609756097561,29,4,123,126,-3,249,0,0,8.0,115.75,118.625,0.625,45.75,36.5,72.875,46.625,13.5,33.125,29.875,9.125,5.5,19.0,48.0,16.375,35,3.0,109.0,114.66666666666667,0.3333333333333333,5.0,119.8,121.0,0.8,-10.799999999999997,8.0,118.375,120.75,0.5,44.142857142857146,34.57142857142857,76.0,52.142857142857146,10.714285714285714,41.42857142857143,27.857142857142858,8.285714285714286,4.714285714285714,17.0,46.285714285714285,20.285714285714285,35,4.0,120.0,124.5,0.5,4.0,116.75,117.0,0.5,3.25,115.7,119.8,0.5,10,116.9,119.4,0.5,10,2,2,0,0,0,0.0,0.0,0.0,220.0,220.0,-2.625,-2.125,0.125,1.607142857142854,1.9285714285714306,-5.517857142857146,2.0178571428571423,2.0,-1.2000000000000028,0.0,-7.75,-0.16666666666666669,-3.7749999999999986,0.4444444444444444,0.5555555555555556,0.4666666666666667,-2.649326273192989,-0.05942571785268416,-1.1666666666666665,0.0,-3.8159929398596555
