game_id,season,week,week_normalized,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,neutral_site,conference_game,temperature,wind_speed,is_dome,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_win_pct,home_hist_ypg,home_hist_turnover_pg,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_ypg,away_hist_turnover_pg,away_hist_win_pct,odds_opening_spread,odds_latest_spread,odds_line_movement,odds_opening_total,odds_latest_total,odds_opening_ml_home,odds_latest_ml_home,odds_opening_ml_away,odds_latest_ml_away,home_drive_total_drives,home_drive_ppd,home_drive_ypd,home_drive_plays_per_drive,home_drive_seconds_per_drive,home_drive_scoring_pct,home_drive_redzone_pct,home_drive_three_and_out_pct,home_drive_explosive_drive_pct,home_drive_def_ppd,home_drive_def_ypd,home_drive_def_scoring_pct,home_drive_def_three_and_out_forced,away_drive_total_drives,away_drive_ppd,away_drive_ypd,away_drive_plays_per_drive,away_drive_seconds_per_drive,away_drive_scoring_pct,away_drive_redzone_pct,away_drive_three_and_out_pct,away_drive_explosive_drive_pct,away_drive_def_ppd,away_drive_def_ypd,away_drive_def_scoring_pct,away_drive_def_three_and_out_forced,ppg_differential,papg_differential,win_pct_differential,ppd_differential,scoring_pct_differential,stats_reliability,vegas_reliability,using_prev_season,weighted_ppg_diff,weighted_vegas_spread,prev_season_ppg_diff
401671702,2024,2,0.0909090909090909,17,26,20,23,-3,43,0,0,0,0,0,0,1.0,16.0,10.0,1.0,290.0,0.0,1.0,26.0,20.0,304.0,2.0,1.0,3.1666666666666665,3.5,0.3333333333333335,39.44444444444444,38.2,0,0,0,0,10,1.6,28.5,6.7,204.3,0.4,0,0.3,0.5,1.25,31.125,0.25,0.5,15,1.8,20.53333333333333,4.133333333333334,115.06666666666666,0.4666666666666667,0,0.3333333333333333,0.3333333333333333,1.0666666666666669,14.533333333333331,0.2666666666666666,0.4666666666666667,-10.0,-10.0,0.0,-0.1999999999999999,-0.0666666666666666,0.2,0.8,0,-2.0,2.8000000000000003,0.0
401671709,2024,2,0.0909090909090909,6,18,19,44,-25,63,0,0,0,0,0,1,1.0,33.0,17.0,1.0,265.0,0.0,1.0,47.0,10.0,379.0,1.0,1.0,-6.611111111111111,-6.1,0.5111111111111111,45.05555555555556,46.7,0,0,0,0,14,1.8571428571428568,17.071428571428573,4.571428571428571,124.71428571428572,0.4285714285714285,0,0.5,0.2142857142857142,1.7142857142857142,15.0,0.2857142857142857,0.5,11,4.2727272727272725,34.54545454545455,6.0,199.9090909090909,0.8181818181818182,0,0.1818181818181818,0.5454545454545454,0.7692307692307693,14.923076923076923,0.1538461538461538,0.5384615384615384,-14.0,7.0,0.0,-2.4155844155844157,-0.3896103896103897,0.2,0.8,0,-2.8000000000000003,-4.88,0.0
401671716,2024,2,0.0909090909090909,28,19,21,18,3,39,1,0,0,0,0,0,1.0,20.0,37.0,0.0,299.0,0.0,1.0,6.0,28.0,240.0,2.0,0.0,-2.611111111111111,-1.4,1.2111111111111112,41.888888888888886,43.0,0,0,0,0,9,3.0,32.77777777777778,6.444444444444445,175.44444444444446,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,4.111111111111111,44.77777777777778,0.7777777777777778,0.2222222222222222,11,1.181818181818182,18.818181818181817,6.363636363636363,176.9090909090909,0.2727272727272727,0,0.2727272727272727,0.4545454545454545,2.1,33.1,0.3,0.4,14.0,9.0,0.0,1.818181818181818,0.0606060606060606,0.2,0.8,0,2.8000000000000003,-1.12,0.0
401671721,2024,2,0.0909090909090909,8,27,16,20,-4,36,0,0,0,0,0,1,1.0,26.0,20.0,1.0,363.0,1.0,1.0,37.0,20.0,392.0,0.0,1.0,-6.5,-7.6,-1.0999999999999996,49.125,51.3,0,0,0,0,11,2.4545454545454546,33.90909090909091,5.727272727272728,162.27272727272728,0.4545454545454545,0,0.4545454545454545,0.5454545454545454,2.0,41.3,0.4,0.3,9,4.111111111111111,44.77777777777778,7.111111111111111,224.55555555555557,0.7777777777777778,0,0.2222222222222222,0.7777777777777778,3.0,32.77777777777778,0.3333333333333333,0.3333333333333333,-11.0,0.0,0.0,-1.656565656565656,-0.3232323232323232,0.2,0.8,0,-2.2,-6.08,0.0
401671723,2024,2,0.0909090909090909,9,11,16,10,6,26,1,0,0,0,0,0,1.0,29.0,34.0,0.0,414.0,1.0,1.0,27.0,29.0,303.0,1.0,0.0,3.2222222222222223,2.7,-0.5222222222222221,41.333333333333336,40.8,0,0,0,0,11,3.0,37.18181818181818,5.636363636363637,148.45454545454547,0.5454545454545454,0,0.0909090909090909,0.6363636363636364,3.090909090909091,37.09090909090909,0.5454545454545454,0.3636363636363636,9,3.111111111111111,33.666666666666664,4.777777777777778,133.33333333333334,0.4444444444444444,0,0.2222222222222222,0.5555555555555556,3.0,40.7,0.6,0.1,2.0,5.0,0.0,-0.1111111111111111,0.101010101010101,0.2,0.8,0,0.4,2.16,0.0
401671754,2024,2,0.0909090909090909,22,14,41,10,31,51,1,0,0,0,0,1,1.0,28.0,34.0,0.0,270.0,1.0,1.0,20.0,26.0,387.0,1.0,0.0,1.5,-1.2,-2.7,49.75,47.7,0,0,0,0,10,2.7,28.0,6.2,177.0,0.5,0,0.4,0.5,3.4,32.8,0.6,0.2,10,2.0,41.3,7.6,209.6,0.4,0,0.3,0.6,2.4545454545454546,33.90909090909091,0.4545454545454545,0.4545454545454545,8.0,8.0,0.0,0.7000000000000002,0.0999999999999999,0.2,0.8,0,1.6,-0.96,0.0
401671786,2024,2,0.0909090909090909,34,3,19,13,6,32,1,0,0,0,0,1,1.0,29.0,27.0,1.0,417.0,0.0,1.0,24.0,17.0,148.0,1.0,1.0,-6.555555555555555,-6.5,0.0555555555555553,46.11111111111112,45.5,0,0,0,0,10,3.0,40.7,7.9,240.0,0.6,0,0.1,0.8,3.111111111111111,33.666666666666664,0.4444444444444444,0.2222222222222222,10,0.9,13.8,5.6,150.6,0.3,0,0.3,0.3,2.3846153846153846,16.846153846153847,0.3846153846153846,0.4615384615384615,5.0,10.0,0.0,2.1,0.3,0.2,0.8,0,1.0,-5.2,0.0
401671807,2024,2,0.0909090909090909,15,2,10,31,-21,41,0,0,0,0,0,0,1.0,20.0,17.0,1.0,400.0,0.0,1.0,34.0,28.0,352.0,1.0,1.0,-1.375,-2.4,-1.025,50.375,48.1,0,0,0,0,11,2.090909090909091,36.45454545454545,6.181818181818182,180.9090909090909,0.3636363636363636,0,0.0909090909090909,0.6363636363636364,1.5454545454545454,26.818181818181817,0.2727272727272727,0.3636363636363636,10,3.4,32.8,6.0,183.0,0.6,0,0.2,0.6,2.7,28.0,0.5,0.4,-14.0,-11.0,0.0,-1.309090909090909,-0.2363636363636363,0.2,0.8,0,-2.8000000000000003,-1.92,0.0
401671490,2024,3,0.1363636363636363,4,28,33,38,-5,71,0,0,0,0,0,0,2.0,17.5,21.0,0.0,272.0,1.5,2.0,20.5,27.5,362.0,0.0,0.5,-7.5,-6.833333333333333,0.666666666666667,46.6,47.75,0,0,0,0,18,2.388888888888889,30.05555555555556,6.333333333333333,191.44444444444449,0.5,0,0.3333333333333333,0.5,1.894736842105263,30.526315789473685,0.4210526315789473,0.2631578947368421,17,2.823529411764706,41.1764705882353,7.882352941176471,225.35294117647055,0.5882352941176471,0,0.2352941176470588,0.7647058823529411,3.625,44.4375,0.625,0.1875,-3.0,-6.5,-0.5,-0.4346405228758172,-0.088235294117647,0.3333333333333333,0.6666666666666666,0,-1.0,-4.555555555555555,0.0
401671632,2024,3,0.1363636363636363,23,24,20,10,10,30,1,0,0,0,0,0,2.0,15.5,8.0,1.0,260.5,0.0,2.0,24.0,6.5,332.5,1.0,1.0,-2.45,-1.3,1.15,36.16666666666666,35.9,0,0,0,0,21,1.4761904761904765,25.0,6.285714285714286,194.04761904761904,0.4285714285714285,0,0.2857142857142857,0.5238095238095238,0.7619047619047619,24.09523809523809,0.1904761904761904,0.5238095238095238,25,2.0,26.0,4.96,154.96,0.4,0,0.4,0.36,0.6666666666666666,18.125,0.125,0.5416666666666666,-8.5,1.5,0.0,-0.5238095238095237,0.0285714285714285,0.3333333333333333,0.6666666666666666,0,-2.833333333333333,-0.8666666666666667,0.0
401671646,2024,3,0.1363636363636363,16,34,34,7,27,41,1,0,0,0,0,1,2.0,25.5,11.5,1.0,357.5,2.0,2.0,24.0,20.0,363.5,0.5,1.0,3.125,2.0,-1.125,46.5,46.0,0,0,0,0,21,2.095238095238096,33.23809523809524,5.142857142857143,150.76190476190476,0.3809523809523809,0,0.2857142857142857,0.6190476190476191,1.4285714285714286,29.09523809523809,0.2857142857142857,0.238095238095238,23,2.130434782608696,29.43478260869565,6.260869565217392,179.43478260869566,0.4782608695652174,0,0.2608695652173913,0.6521739130434783,1.8636363636363635,23.545454545454547,0.3181818181818182,0.3636363636363636,1.5,-8.5,0.0,-0.0351966873706004,-0.0973084886128364,0.3333333333333333,0.6666666666666666,0,0.5,1.3333333333333333,0.0
401671658,2024,3,0.1363636363636363,13,29,22,36,-14,58,0,0,0,0,0,1,2.0,18.0,22.5,0.5,278.0,2.0,2.0,6.5,36.5,176.0,2.0,0.0,-6.75,-5.0,1.75,37.77777777777778,40.0,0,0,0,0,25,1.56,24.84,5.0,149.88,0.32,0,0.4,0.48,1.96,26.2,0.4,0.44,24,0.5416666666666666,13.458333333333334,4.291666666666667,117.625,0.125,0,0.5833333333333334,0.2083333333333333,3.217391304347826,32.130434782608695,0.6086956521739131,0.2608695652173913,11.5,-14.0,0.5,1.0183333333333335,0.195,0.3333333333333333,0.6666666666666666,0,3.833333333333333,-3.333333333333333,0.0
401671662,2024,3,0.1363636363636363,26,15,24,3,21,27,1,0,0,0,0,1,2.0,24.5,20.0,1.0,331.0,1.0,2.0,15.0,24.0,375.5,1.5,0.5,-6.1,-4.5,1.5999999999999996,41.85,41.4,0,0,0,0,27,1.851851851851852,24.55555555555556,4.851851851851852,129.88888888888889,0.4444444444444444,0,0.3333333333333333,0.4074074074074074,1.5,20.5,0.3076923076923077,0.5,21,1.9047619047619049,34.38095238095238,6.857142857142857,198.52380952380952,0.3333333333333333,0,0.1428571428571428,0.5714285714285714,2.095238095238096,26.285714285714285,0.3333333333333333,0.2857142857142857,9.5,-4.0,0.5,-0.0529100529100527,0.1111111111111111,0.3333333333333333,0.6666666666666666,0,3.1666666666666665,-3.0,0.0
401671682,2024,3,0.1363636363636363,2,30,47,10,37,57,1,0,0,0,0,0,2.0,32.5,19.0,1.0,299.5,0.5,2.0,15.0,19.0,295.0,0.5,0.0,-5.5,-5.0,0.5,45.55,45.6,0,0,0,0,20,3.05,29.25,5.35,162.55,0.5,0,0.2,0.5,2.2,30.05,0.4,0.3,21,1.5714285714285714,29.952380952380956,5.190476190476191,149.85714285714286,0.3333333333333333,0,0.3333333333333333,0.4285714285714285,1.95,32.8,0.4,0.2,17.5,0.0,1.0,1.4785714285714284,0.1666666666666666,0.3333333333333333,0.6666666666666666,0,5.833333333333333,-3.333333333333333,0.0
