game_id,season,week,week_normalized,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,neutral_site,conference_game,temperature,wind_speed,is_dome,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_win_pct,home_hist_ypg,home_hist_turnover_pg,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_win_pct,away_hist_ypg,away_hist_turnover_pg,odds_opening_spread,odds_latest_spread,odds_line_movement,odds_opening_total,odds_latest_total,odds_opening_ml_home,odds_latest_ml_home,odds_opening_ml_away,odds_latest_ml_away,home_drive_total_drives,home_drive_ppd,home_drive_ypd,home_drive_plays_per_drive,home_drive_seconds_per_drive,home_drive_scoring_pct,home_drive_redzone_pct,home_drive_three_and_out_pct,home_drive_explosive_drive_pct,home_drive_def_ppd,home_drive_def_ypd,home_drive_def_scoring_pct,home_drive_def_three_and_out_forced,away_drive_total_drives,away_drive_ppd,away_drive_ypd,away_drive_plays_per_drive,away_drive_seconds_per_drive,away_drive_scoring_pct,away_drive_redzone_pct,away_drive_three_and_out_pct,away_drive_explosive_drive_pct,away_drive_def_ppd,away_drive_def_ypd,away_drive_def_scoring_pct,away_drive_def_three_and_out_forced,ppg_differential,papg_differential,win_pct_differential,ppd_differential,scoring_pct_differential,stats_reliability,vegas_reliability,using_prev_season,weighted_ppg_diff,weighted_vegas_spread,prev_season_ppg_diff
401772727,2025,2,0.09090909090909091,20,2,10,30,-20,40,0,0,0,0,0,0,1.0,32.0,34.0,0.0,394.0,1.0,1.0,41.0,40.0,1.0,497.0,0.0,7.083333333333333,6.2,-0.8833333333333329,45.583333333333336,46.5,0,0,0,0,55,3.090909090909091,34.0,5.818181818181818,189.36363636363637,0.5454545454545454,0,0.36363636363636365,0.5454545454545454,3.090909090909091,27.727272727272727,0.5454545454545454,0.36363636363636365,60,3.6666666666666665,42.833333333333336,6.75,174.08333333333334,0.6666666666666666,0,0.16666666666666666,0.6666666666666666,3.727272727272727,38.81818181818182,0.6363636363636364,0.36363636363636365,-9.0,-6.0,-1.0,-0.5757575757575757,-0.12121212121212122,0.2,0.8,0,-1.8,4.960000000000001,0.0
401772728,2025,2,0.09090909090909091,15,17,27,33,-6,60,0,0,0,0,0,0,1.0,8.0,33.0,0.0,211.0,3.0,1.0,13.0,20.0,0.0,336.0,1.0,-1.5,-1.2,0.30000000000000004,44.04545454545455,43.2,0,0,0,0,35,1.0,29.428571428571427,6.571428571428571,182.42857142857142,0.14285714285714285,0,0.14285714285714285,0.5714285714285714,4.714285714285714,56.857142857142854,1.0,0.0,55,1.4545454545454546,29.818181818181817,6.454545454545454,164.0909090909091,0.2727272727272727,0,0.36363636363636365,0.45454545454545453,1.9166666666666667,30.75,0.3333333333333333,0.3333333333333333,-5.0,13.0,0.0,-0.4545454545454546,-0.12987012987012986,0.2,0.8,0,-1.0,-0.96,0.0
401772729,2025,2,0.09090909090909091,11,7,29,28,1,57,1,0,0,0,0,1,1.0,33.0,8.0,1.0,418.0,0.0,1.0,20.0,12.0,1.0,317.0,4.0,2.4545454545454546,1.4,-1.0545454545454547,42.90909090909091,43.3,0,0,0,0,35,4.714285714285714,56.857142857142854,10.571428571428571,331.85714285714283,1.0,0,0.0,1.0,1.0,29.428571428571427,0.14285714285714285,0.14285714285714285,70,1.4285714285714286,24.5,5.214285714285714,136.85714285714286,0.2857142857142857,0,0.2857142857142857,0.42857142857142855,0.8571428571428571,6.214285714285714,0.2857142857142857,0.35714285714285715,13.0,-4.0,0.0,3.2857142857142856,0.7142857142857143,0.2,0.8,0,2.6,1.1199999999999999,0.0
401772730,2025,2,0.09090909090909091,22,29,27,22,5,49,1,0,0,0,0,1,1.0,20.0,13.0,1.0,276.0,0.0,1.0,10.0,26.0,0.0,255.0,3.0,-6.681818181818182,-6.7,-0.01818181818181852,45.22727272727273,43.8,0,0,0,0,45,2.5555555555555554,30.88888888888889,7.111111111111111,225.11111111111111,0.4444444444444444,0,0.1111111111111111,0.5555555555555556,1.6,29.2,0.3,0.3,50,1.0,27.6,6.2,174.0,0.2,0,0.2,0.5,2.6,31.6,0.6,0.3,10.0,-13.0,1.0,1.5555555555555554,0.2444444444444444,0.2,0.8,0,2.0,-5.36,0.0
401772811,2025,2,0.09090909090909091,13,24,9,20,-11,29,0,0,0,0,0,1,1.0,20.0,13.0,1.0,389.0,1.0,1.0,27.0,21.0,1.0,394.0,0.0,3.409090909090909,3.4,-0.00909090909090926,46.5,46.5,0,0,0,0,60,1.9166666666666667,30.75,5.416666666666667,149.58333333333334,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,1.4545454545454546,29.818181818181817,0.2727272727272727,0.36363636363636365,40,3.375,44.875,8.0,245.5,0.625,0,0.25,0.75,2.875,39.5,0.625,0.25,-7.0,-8.0,0.0,-1.4583333333333333,-0.2916666666666667,0.2,0.8,0,-1.4000000000000001,2.72,0.0
401772833,2025,2,0.09090909090909091,18,25,21,26,-5,47,0,0,0,0,0,1,1.0,13.0,20.0,0.0,315.0,0.0,1.0,17.0,13.0,1.0,384.0,2.0,6.5,3.0,-3.5,43.36363636363637,40.5,0,0,0,0,50,1.6,29.2,7.2,157.4,0.3,0,0.3,0.5,2.5555555555555554,30.88888888888889,0.4444444444444444,0.1111111111111111,55,2.090909090909091,34.90909090909091,6.818181818181818,207.0909090909091,0.2727272727272727,0,0.36363636363636365,0.5454545454545454,1.3,24.8,0.3,0.4,-4.0,7.0,-1.0,-0.49090909090909074,0.027272727272727282,0.2,0.8,0,-0.8,2.4000000000000004,0.0
401772834,2025,2,0.09090909090909091,6,19,40,37,3,77,1,0,0,0,0,1,1.0,20.0,24.0,0.0,307.0,1.0,1.0,6.0,21.0,0.0,231.0,0.0,-5.15,-5.2,-0.04999999999999982,44.36363636363637,44.5,0,0,0,0,40,2.5,45.875,7.25,188.5,0.5,0,0.0,0.875,3.0,37.75,0.5,0.25,45,0.6666666666666666,27.22222222222222,7.111111111111111,203.55555555555554,0.2222222222222222,0,0.3333333333333333,0.4444444444444444,2.1,40.2,0.3,0.1,14.0,3.0,0.0,1.8333333333333335,0.2777777777777778,0.2,0.8,0,2.8000000000000003,-4.16,0.0
401772835,2025,2,0.09090909090909091,8,3,52,21,31,73,1,0,0,0,0,1,1.0,13.0,27.0,0.0,246.0,1.0,1.0,24.0,27.0,0.0,317.0,1.0,-4.681818181818182,-6.1,-1.418181818181818,47.27272727272727,46.7,0,0,0,0,45,1.4444444444444444,28.444444444444443,7.444444444444445,236.11111111111111,0.3333333333333333,0,0.3333333333333333,0.4444444444444444,3.0,31.77777777777778,0.5555555555555556,0.3333333333333333,65,1.5384615384615385,22.846153846153847,5.0,151.76923076923077,0.23076923076923078,0,0.38461538461538464,0.46153846153846156,2.6153846153846154,23.46153846153846,0.46153846153846156,0.5384615384615384,-11.0,0.0,0.0,-0.09401709401709413,0.10256410256410253,0.2,0.8,0,-2.2,-4.88,0.0
401772836,2025,2,0.09090909090909091,23,26,17,31,-14,48,0,0,0,0,0,0,1.0,34.0,32.0,1.0,271.0,0.0,1.0,13.0,17.0,0.0,230.0,2.0,-2.8636363636363638,-3.0,-0.13636363636363624,40.31818181818182,39.9,0,0,0,0,55,3.090909090909091,27.727272727272727,5.090909090909091,137.9090909090909,0.5454545454545454,0,0.36363636363636365,0.5454545454545454,3.090909090909091,34.0,0.5454545454545454,0.36363636363636365,50,1.3,24.8,5.2,132.2,0.3,0,0.4,0.5,2.090909090909091,34.90909090909091,0.2727272727272727,0.36363636363636365,21.0,15.0,1.0,1.7909090909090908,0.24545454545454543,0.2,0.8,0,4.2,-2.4000000000000004,0.0
401772837,2025,2,0.09090909090909091,12,21,17,20,-3,37,0,0,0,0,0,0,1.0,21.0,27.0,0.0,347.0,0.0,1.0,24.0,20.0,1.0,302.0,0.0,1.2727272727272727,0.9,-0.3727272727272727,45.59090909090909,46.9,0,0,0,0,40,2.875,39.5,7.625,204.5,0.625,0,0.25,0.75,3.375,44.875,0.625,0.25,40,3.0,37.75,7.875,261.5,0.5,0,0.25,0.625,2.5,45.875,0.5,0.0,-3.0,7.0,-1.0,-0.125,0.125,0.2,0.8,0,-0.6000000000000001,0.7200000000000001,0.0
